price,symbol,id,side,size,timestamp_e6,cross_seq
49117.00,BTCUSD,491170000,Sell,13836,1640274379047154,4775819907
49123.00,BTCUSD,491230000,Sell,63828,1640274379047154,4775819907
49128.00,BTCUSD,491280000,Sell,4570,1640274379047154,4775819907
49128.50,BTCUSD,491285000,Sell,46431,1640274379047154,4775819907
49129.00,BTCUSD,491290000,Sell,14127,1640274379047154,4775819907
49129.50,BTCUSD,491295000,Sell,85889,1640274379047154,4775819907
49134.00,BTCUSD,491340000,Sell,115,1640274379047154,4775819907
49135.50,BTCUSD,491355000,Sell,50264,1640274379047154,4775819907
49136.00,BTCUSD,491360000,Sell,906,1640274379047154,4775819907
49136.50,BTCUSD,491365000,Sell,15981,1640274379047154,4775819907
49137.00,BTCUSD,491370000,Sell,7078,1640274379047154,4775819907
49139.00,BTCUSD,491390000,Sell,5094,1640274379047154,4775819907
49143.50,BTCUSD,491435000,Sell,29,1640274379047154,4775819907
49144.50,BTCUSD,491445000,Sell,53139,1640274379047154,4775819907
49149.00,BTCUSD,491490000,Sell,2196,1640274379047154,4775819907
49150.00,BTCUSD,491500000,Sell,87203,1640274379047154,4775819907
49155.00,BTCUSD,491550000,Sell,100,1640274379047154,4775819907
49155.50,BTCUSD,491555000,Sell,53901,1640274379047154,4775819907
49161.00,BTCUSD,491610000,Sell,50637,1640274379047154,4775819907
49161.50,BTCUSD,491615000,Sell,23060,1640274379047154,4775819907
49167.00,BTCUSD,491670000,Sell,63675,1640274379047154,4775819907
49172.50,BTCUSD,491725000,Sell,55845,1640274379047154,4775819907
49178.00,BTCUSD,491780000,Sell,50276,1640274379047154,4775819907
49181.00,BTCUSD,491810000,Sell,1925,1640274379047154,4775819907
49182.00,BTCUSD,491820000,Sell,9929,1640274379047154,4775819907
49182.50,BTCUSD,491825000,Sell,115,1640274379047154,4775819907
49183.50,BTCUSD,491835000,Sell,41577,1640274379047154,4775819907
49187.50,BTCUSD,491875000,Sell,10330,1640274379047154,4775819907
49189.00,BTCUSD,491890000,Sell,39768,1640274379047154,4775819907
49189.50,BTCUSD,491895000,Sell,6856,1640274379047154,4775819907
49190.50,BTCUSD,491905000,Sell,19999,1640274379047154,4775819907
49196.00,BTCUSD,491960000,Sell,20077,1640274379047154,4775819907
49199.00,BTCUSD,491990000,Sell,36653,1640274379047154,4775819907
49200.00,BTCUSD,492000000,Sell,3792,1640274379047154,4775819907
49201.50,BTCUSD,492015000,Sell,53112,1640274379047154,4775819907
49202.50,BTCUSD,492025000,Sell,100,1640274379047154,4775819907
49204.00,BTCUSD,492040000,Sell,100,1640274379047154,4775819907
49207.00,BTCUSD,492070000,Sell,50304,1640274379047154,4775819907
49207.50,BTCUSD,492075000,Sell,25545,1640274379047154,4775819907
49215.50,BTCUSD,492155000,Sell,50893,1640274379047154,4775819907
49220.00,BTCUSD,492200000,Sell,6416,1640274379047154,4775819907
49221.00,BTCUSD,492210000,Sell,50194,1640274379047154,4775819907
49221.50,BTCUSD,492215000,Sell,199,1640274379047154,4775819907
49224.00,BTCUSD,492240000,Sell,5701,1640274379047154,4775819907
49225.50,BTCUSD,492255000,Sell,22661,1640274379047154,4775819907
49226.00,BTCUSD,492260000,Sell,26173,1640274379047154,4775819907
49231.50,BTCUSD,492315000,Sell,50258,1640274379047154,4775819907
49232.00,BTCUSD,492320000,Sell,583,1640274379047154,4775819907
49233.00,BTCUSD,492330000,Sell,6700,1640274379047154,4775819907
49235.50,BTCUSD,492355000,Sell,3638,1640274379047154,4775819907
49236.00,BTCUSD,492360000,Sell,1639,1640274379047154,4775819907
49236.50,BTCUSD,492365000,Sell,75524,1640274379047154,4775819907
49239.50,BTCUSD,492395000,Sell,100000,1640274379047154,4775819907
49240.50,BTCUSD,492405000,Sell,7,1640274379047154,4775819907
49242.00,BTCUSD,492420000,Sell,50416,1640274379047154,4775819907
49247.50,BTCUSD,492475000,Sell,50062,1640274379047154,4775819907
49248.00,BTCUSD,492480000,Sell,1489,1640274379047154,4775819907
49249.00,BTCUSD,492490000,Sell,7887,1640274379047154,4775819907
49250.00,BTCUSD,492500000,Sell,2400,1640274379047154,4775819907
49250.50,BTCUSD,492505000,Sell,52956,1640274379047154,4775819907
49256.50,BTCUSD,492565000,Sell,50907,1640274379047154,4775819907
49257.00,BTCUSD,492570000,Sell,3290,1640274379047154,4775819907
49266.50,BTCUSD,492665000,Sell,76425,1640274379047154,4775819907
49270.50,BTCUSD,492705000,Sell,117,1640274379047154,4775819907
49272.00,BTCUSD,492720000,Sell,52299,1640274379047154,4775819907
49273.00,BTCUSD,492730000,Sell,13939,1640274379047154,4775819907
49273.50,BTCUSD,492735000,Sell,8107,1640274379047154,4775819907
49274.00,BTCUSD,492740000,Sell,30163,1640274379047154,4775819907
49280.50,BTCUSD,492805000,Sell,50166,1640274379047154,4775819907
49281.00,BTCUSD,492810000,Sell,2170,1640274379047154,4775819907
49282.00,BTCUSD,492820000,Sell,1911,1640274379047154,4775819907
49287.50,BTCUSD,492875000,Sell,51399,1640274379047154,4775819907
49288.00,BTCUSD,492880000,Sell,213,1640274379047154,4775819907
49289.50,BTCUSD,492895000,Sell,10733,1640274379047154,4775819907
49290.00,BTCUSD,492900000,Sell,2395,1640274379047154,4775819907
49290.50,BTCUSD,492905000,Sell,67260,1640274379047154,4775819907
49292.00,BTCUSD,492920000,Sell,8304,1640274379047154,4775819907
49297.50,BTCUSD,492975000,Sell,55830,1640274379047154,4775819907
49298.00,BTCUSD,492980000,Sell,21272,1640274379047154,4775819907
49303.50,BTCUSD,493035000,Sell,51238,1640274379047154,4775819907
49304.00,BTCUSD,493040000,Sell,8398,1640274379047154,4775819907
49305.50,BTCUSD,493055000,Sell,87139,1640274379047154,4775819907
49311.00,BTCUSD,493110000,Sell,59084,1640274379047154,4775819907
49314.00,BTCUSD,493140000,Sell,7,1640274379047154,4775819907
49316.50,BTCUSD,493165000,Sell,51488,1640274379047154,4775819907
